Name,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team
David Raya,es ESP,GK,28,38,38,3420,0,0,0,3,0,0,0,Arsenal
William Saliba,fr FRA,DF,23,35,35,3039,2,0,0,2,1,2.3,0.9,Arsenal
Declan Rice,eng ENG,MF,25,35,33,2825,4,7,0,7,1,3.5,6.6,Arsenal
Thomas Partey,gh GHA,"MF,DF",31,35,31,2797,4,2,0,4,0,2.3,2.1,Arsenal
Leandro Trossard,be BEL,FW,29,38,28,2546,8,7,0,4,1,7.2,6.1,Arsenal
Gabriel Magalhães,br BRA,DF,26,28,28,2363,3,1,0,4,0,2.6,0.9,Arsenal
Jurriën Timber,nl NED,DF,23,30,27,2417,1,3,0,7,0,1.2,0.8,Arsenal
Martin Ødegaard,no NOR,MF,25,30,26,2325,3,8,1,4,0,4.8,5.4,Arsenal
Gabriel Martinelli,br BRA,"FW,MF",23,33,25,2290,8,4,0,1,0,7.4,5,Arsenal
Kai Havertz,de GER,"FW,MF",25,23,21,1875,9,3,0,5,0,9.5,2.4,Arsenal
Bukayo Saka,eng ENG,"FW,MF",22,25,20,1729,6,10,1,3,0,6.8,7.6,Arsenal
Mikel Merino,es ESP,"MF,FW",28,28,17,1586,7,2,0,4,1,5.9,2,Arsenal
Myles Lewis-Skelly,eng ENG,DF,17,23,15,1369,1,0,0,3,2,0.2,0.4,Arsenal
Ben White,eng ENG,DF,26,17,13,1198,0,2,0,2,0,0.5,1.4,Arsenal
Riccardo Calafiori,it ITA,DF,22,19,11,983,2,1,0,4,0,0.9,0.3,Arsenal
Ethan Nwaneri,eng ENG,"FW,MF",17,26,11,895,4,2,0,1,0,1.2,1.2,Arsenal
Jakub Kiwior,pl POL,DF,24,17,10,1122,1,0,0,1,0,0.2,0.3,Arsenal
Jorginho,it ITA,MF,32,15,9,704,0,0,0,5,0,0.1,0.4,Arsenal
Raheem Sterling,eng ENG,"FW,MF",29,17,7,499,0,2,0,1,0,1.4,0.5,Arsenal
Gabriel Jesus,br BRA,FW,27,17,6,608,3,0,0,4,0,3,0.7,Arsenal
Oleksandr Zinchenko,ua UKR,"DF,MF",27,15,5,527,0,1,0,1,0,0.6,0.2,Arsenal
Kieran Tierney,sct SCO,"DF,FW",27,13,2,259,1,0,0,0,0,0.4,1.4,Arsenal
Nathan Butler-Oyedeji,eng ENG,FW,21,1,0,7,0,0,0,0,0,0.1,0,Arsenal
Takehiro Tomiyasu,jp JPN,DF,25,1,0,7,0,0,0,0,0,0.2,0,Arsenal
Reiss Nelson,eng ENG,FW,24,1,0,3,0,0,0,0,0,0,0,Arsenal
Brayden Clarke,wls WAL,DF,17,0,0,,,,,,,,,Arsenal
Jimi Gower,eng ENG,MF,19,0,0,,,,,,,,,Arsenal
Ayden Heaven,eng ENG,DF,17,0,0,,,,,,,,,Arsenal
Jack Henry-Francis,ie IRL,MF,20,0,0,,,,,,,,,Arsenal
Ismeal Kabia,eng ENG,MF,18,0,0,,,,,,,,,Arsenal
Maldini Kacurri,al ALB,DF,18,0,0,,,,,,,,,Arsenal
Neto,br BRA,GK,35,0,0,,,,,,,,,Arsenal
Josh Nichols,eng ENG,DF,18,0,0,,,,,,,,,Arsenal
Eddie Nketiah,eng ENG,FW,25,0,0,,,,,,,,,Arsenal
Salah Oulad M'Hand,nl NED,MF,20,0,0,,,,,,,,,Arsenal
Jack Porter,eng ENG,GK,16,0,0,,,,,,,,,Arsenal
Aaron Ramsdale,eng ENG,GK,26,0,0,,,,,,,,,Arsenal
Tommy Setford,eng ENG,GK,18,0,0,,,,,,,,,Arsenal
Emiliano Martínez,ar ARG,GK,31,37,37,3194,0,0,0,5,1,0,0.5,Aston-Villa
Morgan Rogers,eng ENG,"FW,MF",22,37,37,3114,8,10,0,10,0,6.6,7.8,Aston-Villa
Youri Tielemans,be BEL,MF,27,36,35,3026,3,7,0,4,0,3.3,7,Aston-Villa
Ezri Konsa,eng ENG,DF,26,34,33,2936,2,0,0,1,0,1.3,0.4,Aston-Villa
Ollie Watkins,eng ENG,FW,28,38,31,2598,16,8,2,2,0,15.3,3.3,Aston-Villa
Lucas Digne,fr FRA,DF,31,32,28,2351,0,4,0,4,0,0.8,4.7,Aston-Villa
John McGinn,sct SCO,"MF,FW",29,34,27,2223,1,4,0,7,0,3.1,3.5,Aston-Villa
Matty Cash,pl POL,DF,26,27,24,2070,1,1,0,7,0,0.5,1.1,Aston-Villa
Pau Torres,es ESP,DF,27,24,23,2020,0,0,0,2,0,0.5,0.1,Aston-Villa
Boubacar Kamara,fr FRA,MF,24,26,20,1726,1,0,0,2,0,0.8,0.9,Aston-Villa
Amadou Onana,be BEL,MF,22,26,20,1617,3,0,0,4,0,2.1,0.7,Aston-Villa
Jacob Ramsey,eng ENG,"FW,MF",23,29,19,1623,1,3,0,4,1,1.6,2.3,Aston-Villa
Leon Bailey,jm JAM,"FW,MF",26,24,14,1139,1,2,0,3,0,1.7,1.5,Aston-Villa
Tyrone Mings,eng ENG,DF,31,14,12,1120,0,0,0,1,0,0.8,0.2,Aston-Villa
Ian Maatsen,nl NED,DF,22,29,10,1139,1,2,0,2,0,0.9,2.7,Aston-Villa
Marco Asensio,es ESP,MF,28,13,9,743,3,1,0,2,0,4.4,1,Aston-Villa
Diego Carlos,br BRA,DF,31,10,8,830,0,0,0,1,0,0.6,0,Aston-Villa
Axel Disasi,fr FRA,DF,26,7,5,490,0,0,0,2,0,0.1,0.4,Aston-Villa
Lamare Bogarde,nl NED,"DF,MF",20,8,5,476,0,0,0,2,0,0,0.1,Aston-Villa
Andrés García,es ESP,"DF,MF",21,7,5,318,0,0,0,0,0,0,0.2,Aston-Villa
Jáder Durán,co COL,FW,20,20,4,638,7,0,0,3,1,4.9,0.2,Aston-Villa
Marcus Rashford,eng ENG,FW,26,10,4,444,2,2,1,0,0,3.1,2.3,Aston-Villa
Ross Barkley,eng ENG,MF,30,20,3,581,3,1,0,3,0,1.8,0.6,Aston-Villa
Jaden Philogene Bidace,eng ENG,"FW,MF",22,11,2,332,0,0,0,4,1,0.5,0.3,Aston-Villa
Donyell Malen,nl NED,FW,25,14,2,305,3,0,0,0,0,2.2,0.2,Aston-Villa
Robin Olsen,se SWE,GK,34,4,1,226,0,0,0,0,0,0,0,Aston-Villa
Kosta Nedeljković,rs SRB,DF,18,5,0,126,0,0,0,0,0,0,0,Aston-Villa
Emi Buendía,ar ARG,"MF,FW",27,12,0,98,0,0,0,1,0,0.7,0,Aston-Villa
Benjamin Broggio,eng ENG,FW,17,0,0,,,,,,,,,Aston-Villa
Joe Gauci,au AUS,GK,24,0,0,,,,,,,,,Aston-Villa
Jamaldeen Jimoh,eng ENG,MF,17,0,0,,,,,,,,,Aston-Villa
Sil Swinkels,nl NED,DF,20,0,0,,,,,,,,,Aston-Villa
Kadan Young,eng ENG,MF,18,0,0,,,,,,,,,Aston-Villa
Oliwier Zych,pl POL,GK,20,0,0,,,,,,,,,Aston-Villa
Milos Kerkez,hu HUN,DF,20,38,38,3336,2,5,0,4,0,0.6,3.9,Bournemouth
Antoine Semenyo,gh GHA,FW,24,37,36,3203,11,5,0,9,0,10,5.8,Bournemouth
Illia Zabarnyi,ua UKR,DF,21,36,35,3109,0,1,0,4,1,1.3,0.7,Bournemouth
Lewis Cook,eng ENG,"MF,DF",27,36,32,2978,1,3,0,8,1,0.9,4.1,Bournemouth
Kepa Arrizabalaga,es ESP,GK,29,31,31,2790,0,0,0,3,0,0.1,0,Bournemouth
Justin Kluivert,nl NED,MF,25,34,29,2340,12,6,6,8,0,10.3,4.8,Bournemouth
Evanilson,br BRA,FW,24,31,28,2319,10,1,0,1,1,12.5,1.9,Bournemouth
Ryan Christie,sct SCO,MF,29,29,27,2117,2,3,0,9,0,1.8,3.5,Bournemouth
Dean Huijsen,es ESP,DF,19,32,26,2427,3,2,0,10,0,1.9,2,Bournemouth
Dango Ouattara,bf BFA,FW,22,32,21,2005,7,4,0,3,0,8.4,5.5,Bournemouth
Tyler Adams,us USA,MF,25,28,21,1965,0,3,0,7,0,1.6,1,Bournemouth
Marcus Tavernier,eng ENG,"FW,MF",25,29,20,1939,3,5,0,6,0,5.5,4,Bournemouth
Adam Smith,eng ENG,DF,33,25,19,1590,0,0,0,7,0,0.7,0.4,Bournemouth
Marcos Senesi,ar ARG,DF,27,17,13,1106,0,0,0,5,0,0.8,0.2,Bournemouth
David Brooks,wls WAL,"FW,MF",27,29,9,960,2,0,0,3,0,2.5,1.9,Bournemouth
Alex Scott,eng ENG,MF,20,20,8,755,0,0,0,3,0,0.7,0.9,Bournemouth
Julian Araujo,mx MEX,DF,22,12,7,497,0,0,0,2,0,0,0.1,Bournemouth
James Hill,eng ENG,DF,22,10,6,448,0,1,0,1,0,0.3,0.3,Bournemouth
Mark Travers,ie IRL,GK,25,5,5,450,0,0,0,0,0,0,0,Bournemouth
Enes Ünal,tr TUR,"FW,MF",27,17,2,345,2,1,0,2,0,2.7,0.4,Bournemouth
Neto,br BRA,GK,35,2,2,180,0,0,0,0,0,0,0,Bournemouth
Luis Sinisterra,co COL,"FW,MF",25,12,1,236,1,1,0,0,0,1.2,1.4,Bournemouth
Philip Billing,dk DEN,MF,28,10,1,184,0,0,0,1,0,0.6,1.1,Bournemouth
Max Aarons,eng ENG,DF,24,3,1,86,0,0,0,0,0,0,0,Bournemouth
Daniel Jebbison,ca CAN,FW,20,16,0,119,1,0,0,1,0,1,0.2,Bournemouth
Ben Winterburn,eng ENG,"MF,FW",19,4,0,24,0,0,0,0,0,0,0,Bournemouth
Julio Soler,ar ARG,"DF,FW",19,3,0,11,0,0,0,0,0,0,0,Bournemouth
Remy Rees-Dottin,eng ENG,FW,18,1,0,1,0,0,0,0,0,0,0,Bournemouth
Zain Silcott-Duberry,ms MSR,FW,19,1,0,1,0,0,0,0,0,0,0,Bournemouth
Daniel Adu-Adjei,eng ENG,FW,19,0,0,,,,,,,,,Bournemouth
Matai Akinmboni,us USA,DF,17,0,0,,,,,,,,,Bournemouth
Jaidon Anthony,eng ENG,"FW,MF",24,0,0,,,,,,,,,Bournemouth
Will Dennis,eng ENG,GK,24,0,0,,,,,,,,,Bournemouth
Archie Harris,eng ENG,DF,19,0,0,,,,,,,,,Bournemouth
Hamed Junior Traorè,ci CIV,"FW,MF",24,0,0,,,,,,,,,Bournemouth
Callan Mckenna,sct SCO,GK,17,0,0,,,,,,,,,Bournemouth
Dominic Sadi,eng ENG,MF,20,0,0,,,,,,,,,Bournemouth
Maxwell Wellings,eng ENG,DF,19,0,0,,,,,,,,,Bournemouth
Nathan Collins,ie IRL,DF,23,38,38,3420,2,3,0,5,0,2.5,1.8,Brentford
Bryan Mbeumo,cm CMR,FW,24,38,38,3414,20,7,5,3,0,12.3,8.3,Brentford
Mark Flekken,nl NED,GK,31,37,37,3275,0,2,0,1,0,0,0.5,Brentford
Keane Lewis-Potter,eng ENG,"DF,FW",23,38,36,3093,1,3,0,7,0,3.1,3.2,Brentford
Yoane Wissa,cd COD,FW,27,35,34,2919,19,4,0,5,0,18.5,2.6,Brentford
Mikkel Damsgaard,dk DEN,"MF,FW",24,38,34,2911,2,10,0,2,0,2.8,8.4,Brentford
Christian Nørgaard,dk DEN,MF,30,34,34,2819,5,4,0,8,1,4.3,1.3,Brentford
Sepp van den Berg,nl NED,DF,22,31,29,2586,0,0,0,3,0,2,0.8,Brentford
Vitaly Janelt,de GER,MF,26,32,27,2254,1,3,0,3,0,0.8,2.2,Brentford
Kevin Schade,de GER,FW,22,38,26,2293,11,2,0,3,0,8.2,3.7,Brentford
Ethan Pinnock,jm JAM,DF,31,22,21,1913,2,0,0,2,0,1.1,1.2,Brentford
Kristoffer Ajer,no NOR,DF,26,24,17,1438,0,0,0,5,0,1,1.2,Brentford
Yehor Yarmoliuk,ua UKR,MF,20,31,15,1450,0,0,0,6,0,0.6,0.9,Brentford
Mads Roerslev,dk DEN,DF,25,19,11,1101,0,2,0,2,0,0.2,3,Brentford
Mathias Jensen,dk DEN,MF,28,24,8,862,0,2,0,2,0,0.2,1.7,Brentford
Michael Kayode,it ITA,DF,20,12,6,528,0,1,0,2,0,0.2,1.2,Brentford
Fabio Carvalho,pt POR,"FW,MF",21,19,3,455,2,1,0,1,0,2.5,0.7,Brentford
Ben Mee,eng ENG,DF,34,7,2,183,0,0,0,2,0,0,0,Brentford
Thiago,br BRA,"FW,MF",23,8,1,175,0,0,0,0,0,0.1,0.1,Brentford
Hákon Rafn Valdimarsson,is ISL,GK,22,2,1,145,0,0,0,0,0,0,0,Brentford
Edmond-Paris Maghoma,eng ENG,"MF,FW",23,8,0,119,0,0,0,0,0,0.1,0.1,Brentford
Rico Henry,eng ENG,DF,27,5,0,99,0,0,0,0,0,0,0,Brentford
Yunus Emre Konak,tr TUR,"FW,MF",18,10,0,42,0,0,0,0,0,0.2,0,Brentford
Kim Jisoo,kr KOR,DF,19,3,0,30,0,0,0,0,0,0,0,Brentford
Frank Onyeka,ng NGA,MF,26,2,0,25,0,0,0,0,0,0,0,Brentford
Gustavo Nunes,br BRA,"FW,MF",18,3,0,12,0,0,0,0,0,0,0,Brentford
Jayden Meghoma,eng ENG,DF,18,1,0,5,0,0,0,0,0,0,0,Brentford
Ryan Trevitt,eng ENG,MF,21,1,0,4,0,0,0,0,0,0,0,Brentford
Benjamin Arthur,eng ENG,DF,18,0,0,,,,,,,,,Brentford
Julian Eyestone,us USA,GK,18,0,0,,,,,,,,,Brentford
Benjamin Fredrick,ng NGA,DF,19,0,0,,,,,,,,,Brentford
Aaron Hickey,sct SCO,"DF,MF",22,0,0,,,,,,,,,Brentford
Iwan Morgan,wls WAL,FW,18,0,0,,,,,,,,,Brentford
Myles Peart-Harris,eng ENG,MF,21,0,0,,,,,,,,,Brentford
Tony Yogane,eng ENG,MF,18,0,0,,,,,,,,,Brentford
Bart Verbruggen,nl NED,GK,21,36,36,3240,0,1,0,5,0,0,0,Brighton-and-Hove-Albion
Jan Paul van Hecke,nl NED,DF,24,34,33,2958,1,1,0,8,1,1.3,1.5,Brighton-and-Hove-Albion
Carlos Baleba,cm CMR,MF,20,34,31,2661,3,1,0,8,1,3.1,1.3,Brighton-and-Hove-Albion
Kaoru Mitoma,jp JPN,"FW,MF",27,36,28,2603,10,4,0,1,0,9.2,4.6,Brighton-and-Hove-Albion
Pervis Estupiñán,ec ECU,DF,26,30,26,2402,1,1,0,5,0,1.2,2.1,Brighton-and-Hove-Albion
Danny Welbeck,eng ENG,FW,33,30,24,2115,10,4,1,5,0,9.6,1.4,Brighton-and-Hove-Albion
Lewis Dunk,eng ENG,DF,32,25,23,2083,0,0,0,5,0,0.8,0.5,Brighton-and-Hove-Albion
João Pedro,br BRA,"FW,MF",22,27,23,1948,10,6,5,4,1,8.9,5,Brighton-and-Hove-Albion
Yasin Ayari,se SWE,MF,20,34,22,1965,2,1,0,3,0,2.4,2.3,Brighton-and-Hove-Albion
Jack Hinshelwood,eng ENG,"MF,DF",19,26,22,1842,5,2,0,5,0,2.7,1.5,Brighton-and-Hove-Albion
Yankuba Minteh,gm GAM,"FW,MF",20,32,20,1838,6,4,0,6,0,4.1,5,Brighton-and-Hove-Albion
Joël Veltman,nl NED,DF,32,21,19,1697,0,0,0,5,0,0.5,0.5,Brighton-and-Hove-Albion
Georginio Rutter,fr FRA,"MF,FW",22,28,19,1656,5,3,0,2,0,4.6,2.5,Brighton-and-Hove-Albion
Simon Adingra,ci CIV,"FW,MF",22,29,12,1097,2,2,0,0,0,2.5,2.5,Brighton-and-Hove-Albion
Matt O'Riley,dk DEN,MF,23,21,11,938,2,2,1,1,0,2.8,2.4,Brighton-and-Hove-Albion
Adam Webster,eng ENG,DF,29,14,11,887,0,0,0,1,0,0.2,0.5,Brighton-and-Hove-Albion
Mats Wieffer,nl NED,"DF,MF",24,25,10,1015,1,3,0,6,0,0.8,1.6,Brighton-and-Hove-Albion
Igor,br BRA,DF,26,13,10,961,0,0,0,4,0,0,0.2,Brighton-and-Hove-Albion
Tariq Lamptey,gh GHA,DF,23,15,10,860,2,2,0,0,0,0.4,0.8,Brighton-and-Hove-Albion
Brajan Gruda,de GER,"MF,FW",20,21,8,687,1,4,0,0,0,1.2,2.1,Brighton-and-Hove-Albion
Ferdi Kadioglu,tr TUR,"DF,MF",24,6,5,385,1,0,0,1,0,0.4,0.2,Brighton-and-Hove-Albion
Diego Gómez,py PAR,MF,21,16,4,516,1,0,0,0,0,0.9,0.7,Brighton-and-Hove-Albion
James Milner,eng ENG,MF,38,4,3,170,0,0,0,1,0,0.2,0.2,Brighton-and-Hove-Albion
Julio Enciso,py PAR,"MF,FW",20,12,2,294,0,0,0,0,0,1,0.2,Brighton-and-Hove-Albion
Evan Ferguson,ie IRL,FW,19,13,2,246,1,0,0,0,0,0.5,0.4,Brighton-and-Hove-Albion
Jason Steele,eng ENG,GK,33,2,2,180,0,0,0,0,0,0,0,Brighton-and-Hove-Albion
Solly March,eng ENG,"FW,MF",30,8,1,168,0,0,0,2,0,0.1,0.3,Brighton-and-Hove-Albion
Billy Gilmour,sct SCO,MF,23,2,1,98,0,0,0,0,0,0.1,0,Brighton-and-Hove-Albion
Eiran Cashin,ie IRL,DF,22,2,0,20,0,0,0,0,0,0,0,Brighton-and-Hove-Albion
Jakub Moder,pl POL,MF,25,4,0,11,0,0,0,0,0,0,0.2,Brighton-and-Hove-Albion
Jeremy Sarmiento,ec ECU,MF,22,1,0,9,0,0,0,0,0,0,0,Brighton-and-Hove-Albion
Harry Howell,eng ENG,FW,15,1,0,7,0,0,0,0,0,0,0,Brighton-and-Hove-Albion
Valentín Barco,ar ARG,MF,20,0,0,,,,,,,,,Brighton-and-Hove-Albion
Killian Cahill,ie IRL,GK,20,0,0,,,,,,,,,Brighton-and-Hove-Albion
Joe Knight,eng ENG,MF,18,0,0,,,,,,,,,Brighton-and-Hove-Albion
Ruairi Mcconville,nir NIR,DF,19,0,0,,,,,,,,,Brighton-and-Hove-Albion
Mark O'Mahony,ie IRL,FW,19,0,0,,,,,,,,,Brighton-and-Hove-Albion
Carl Rushworth,eng ENG,GK,23,0,0,,,,,,,,,Brighton-and-Hove-Albion
Imari Samuels,eng ENG,DF,21,0,0,,,,,,,,,Brighton-and-Hove-Albion
Freddie Simmonds,eng ENG,DF,16,0,0,,,,,,,,,Brighton-and-Hove-Albion
Jacob Slater,eng ENG,DF,19,0,0,,,,,,,,,Brighton-and-Hove-Albion
Charlie Tasker,eng ENG,DF,18,0,0,,,,,,,,,Brighton-and-Hove-Albion
Moisés Caicedo,ec ECU,"MF,DF",22,38,38,3351,1,2,0,11,0,0.8,3,Chelsea
Cole Palmer,eng ENG,"MF,FW",22,37,36,3191,15,8,4,7,0,17.3,10.9,Chelsea
Levi Colwill,eng ENG,DF,21,35,35,3149,2,1,0,9,0,1.9,1.1,Chelsea
Marc Cucurella,es ESP,DF,26,36,33,2988,5,1,0,10,1,2.8,2.1,Chelsea
Enzo Fernández,ar ARG,MF,23,36,32,2947,6,7,0,8,0,6.1,6.8,Chelsea
Robert Sánchez,es ESP,GK,26,32,32,2880,0,0,0,5,0,0,0.1,Chelsea
Nicolas Jackson,sn SEN,FW,23,30,28,2220,10,5,0,7,1,12.3,4.3,Chelsea
Noni Madueke,eng ENG,FW,22,32,27,2033,7,3,0,3,0,9.6,4.2,Chelsea
Pedro Neto,pt POR,FW,24,35,24,2269,4,6,0,8,0,3.5,6.7,Chelsea
Malo Gusto,fr FRA,DF,21,32,19,1862,0,1,0,4,0,1.7,1.4,Chelsea
Jadon Sancho,eng ENG,FW,24,31,19,1764,3,4,0,2,0,2.2,3.7,Chelsea
Tosin Adarabioyo,eng ENG,DF,26,22,15,1409,1,1,0,4,0,0.9,0.2,Chelsea
Wesley Fofana,fr FRA,DF,23,14,14,1172,0,0,0,7,0,0.4,0.4,Chelsea
Reece James,eng ENG,"DF,MF",24,19,12,1063,1,1,0,1,0,0.4,0.7,Chelsea
Trevoh Chalobah,eng ENG,DF,25,13,11,910,0,1,0,2,0,0.8,1.2,Chelsea
Roméo Lavia,be BEL,MF,20,16,11,797,0,1,0,4,0,0.3,0.7,Chelsea
Christopher Nkunku,fr FRA,FW,26,27,9,921,3,2,0,2,0,4.8,2.1,Chelsea
Filip Jørgensen,dk DEN,GK,22,6,6,540,0,0,0,0,0,0,0,Chelsea
Axel Disasi,fr FRA,DF,26,6,4,364,1,0,0,1,0,0.3,0.1,Chelsea
João Félix,pt POR,"FW,MF",24,12,3,369,1,1,0,2,0,2.2,1,Chelsea
Benoît Badiashile,fr FRA,DF,23,5,3,334,0,0,0,0,0,0,0,Chelsea
Kiernan Dewsbury-Hall,eng ENG,"MF,FW",25,13,2,264,0,1,0,0,0,0.2,1.1,Chelsea
Joshua Acheampong,eng ENG,DF,18,4,2,170,0,0,0,1,0,0.2,0,Chelsea
Tyrique George,eng ENG,FW,18,8,1,183,1,1,0,1,0,0.2,0.7,Chelsea
Renato Veiga,pt POR,"DF,MF",21,7,1,181,0,0,0,2,0,0.1,0,Chelsea
Mykhailo Mudryk,ua UKR,FW,23,7,1,151,0,0,0,0,0,0.3,1,Chelsea
Marc Guiu,es ESP,FW,18,3,0,73,0,0,0,0,0,0,0,Chelsea
Mathis Amougou,fr FRA,MF,18,1,0,8,0,0,0,0,0,0,0,Chelsea
Shumaira Mheuka,eng ENG,MF,16,1,0,1,0,0,0,0,0,0.1,0,Chelsea
Aaron Anselmino,ar ARG,DF,19,0,0,,,,,,,,,Chelsea
Genesis Antwi,se SWE,MF,17,0,0,,,,,,,,,Chelsea
Marcus Bettinelli,eng ENG,GK,32,0,0,,,,,,,,,Chelsea
Cesare Casadei,it ITA,MF,21,0,0,,,,,,,,,Chelsea
Samuel Rak-Sakyi,eng ENG,MF,19,0,0,,,,,,,,,Chelsea
Ishé Samuels-Smith,eng ENG,DF,18,0,0,,,,,,,,,Chelsea
Dean Henderson,eng ENG,GK,27,38,38,3420,0,0,0,3,0,0,0.2,Crystal-Palace
Daniel Muñoz,co COL,DF,28,37,37,3228,4,5,0,10,0,4.9,5.5,Crystal-Palace
Tyrick Mitchell,eng ENG,DF,24,37,37,3092,0,5,0,2,0,1.3,6.4,Crystal-Palace
Maxence Lacroix,fr FRA,DF,24,35,35,3116,1,1,0,5,0,3.4,1,Crystal-Palace
Marc Guéhi,eng ENG,DF,24,34,34,3059,3,2,0,9,1,2,1.8,Crystal-Palace
Jean-Philippe Mateta,fr FRA,FW,27,37,33,2648,14,2,2,2,0,13.5,3.2,Crystal-Palace
Eberechi Eze,eng ENG,"MF,FW",26,34,31,2588,8,8,1,1,0,10.5,6.2,Crystal-Palace
Ismaila Sarr,sn SEN,MF,26,38,30,2711,8,6,0,4,0,10.7,8.5,Crystal-Palace
Jefferson Lerma,co COL,"MF,DF",29,33,26,2274,0,1,0,9,0,1.1,1.6,Crystal-Palace
Will Hughes,eng ENG,MF,29,33,24,2108,0,3,0,11,0,1.1,3.1,Crystal-Palace
Chris Richards,us USA,DF,24,24,22,1922,1,0,0,4,1,1.4,0.1,Crystal-Palace
Adam Wharton,eng ENG,MF,20,20,16,1318,0,2,0,2,0,0.4,3,Crystal-Palace
Daichi Kamada,jp JPN,MF,27,34,15,1564,0,0,0,4,1,1.1,1.9,Crystal-Palace
Trevoh Chalobah,eng ENG,DF,25,12,12,1060,3,0,0,1,0,1.2,0.4,Crystal-Palace
Eddie Nketiah,eng ENG,"FW,MF",25,29,9,1034,3,1,0,6,1,5.8,1.7,Crystal-Palace
Nathaniel Clyne,eng ENG,"DF,MF",33,13,5,483,0,0,0,1,0,0,0.3,Crystal-Palace
